V1,V2
X,36266
X,36262
X,37202
X,36618
X,36532
Y,37352
Y,35548
X,36872
Y,36544
Y,36018
Y,36456
Y,37376
Y,36156
X,36158
Y,37422
X,35442
X,36534
X,36436
X,36786
Y,36390
Y,37002
X,36110
Y,36322
X,37214
X,35994
Y,36548
Y,35876
X,35580
X,36382
Y,36770
Y,36432
Y,36390
Y,37352
Y,35570
X,36304
Y,36344
X,36058
X,36806
X,37156
X,36226
Y,36864
X,37136
X,35388
X,36364
X,36814
Y,36182
Y,36452
Y,37122
X,36296
X,36480
X,37692
X,35516
X,36602
Y,35968
X,36044
Y,36236
X,37256
Y,36208
Y,36402
X,37430
X,35626
Y,36142
X,36514
X,36248
X,36506
Y,37090
Y,36748
X,36316
X,36982
X,35856
Y,36260
Y,36420
Y,36242
X,36660
X,36962
Y,36590
X,36696
Y,37040
Y,35386
Y,36654
Y,36638
X,36396
X,37140
Y,37064
Y,36440
X,36188
Y,37010
X,35810
X,36204
X,35994
X,36192
Y,36614
Y,37022
X,36266
X,36478
Y,37364
Y,35682
X,36208
X,36518
X,35964
X,36574
Y,37126
X,36392
Y,36498
X,37066
Y,35724
X,36058
Y,36506
X,36858
Y,36398
X,36704
Y,36376
Y,36352
Y,37660
Y,35900
Y,36754
X,36436
Y,36180
Y,36536
X,37020
X,36570
Y,36364
Y,37252
X,35740
X,36234
X,36266
Y,36066
Y,36432
Y,37270
X,36766
Y,36324
Y,37180
X,36086
Y,36202
Y,36440
X,36842
X,36848
Y,36968
X,36260
X,36702
Y,37526
Y,35616
Y,36144
Y,36614
Y,36496
X,42970
X,40048
X,36304
X,36672
X,37348
Y,35898
X,36658
X,36448
X,36034
X,36042
X,37010
Y,35664
Y,36458
Y,37268
Y,35366
X,36100
Y,36154
X,36040
X,36746
X,36974
Y,36290
Y,36544
X,37360
X,35678
Y,36252
X,36450
Y,36678
X,36970
X,37152
Y,36192
Y,36226
Y,37044
Y,35886
Y,37116
X,36596
Y,36496
X,36662
Y,37004
Y,36304
Y,36402
Y,37428
X,35596
X,36300
Y,36160
X,36312
Y,36426
X,37188
Y,36364
Y,36526
X,37408
Y,36264
Y,36408
Y,36620
X,35540
Y,36882
X,36434
X,36074
Y,36234
Y,37140
X,36568
X,36688
Y,36594
Y,36258
Y,36786
Y,36582
X,37608
Y,37422
Y,37610
X,36528
Y,36904
Y,36152
X,36248
X,36526
X,35842
Y,36098
X,36532
X,37206
Y,36634
Y,36360
X,36190
Y,36328
X,36610
Y,36552
X,36446
Y,36140
X,37038
X,36430
X,36412
X,36222
X,36672
Y,36954
X,36332
X,36554
X,36320
Y,37430
X,36488
Y,36668
Y,36660
X,36254
Y,36400
X,36108
X,36218
Y,36692
X,37446
Y,36330
Y,36578
X,36106
Y,35714
X,36698
Y,36200
Y,36126
X,36082
Y,37052
Y,36138
X,36396
X,36100
Y,36452
Y,36712
Y,35746
Y,36170
X,36548
Y,37440
Y,36422
X,36498
X,36370
X,36320
Y,36396
Y,36688
Y,36098
Y,36586
Y,37250
Y,36578
Y,36446
X,36268
X,35910
X,36470
Y,35988
X,35698
Y,35938
X,37870
X,36340
Y,36450
X,36594
X,36270
X,36254
X,36640
X,36298
X,35936
X,37490
X,36262
X,36804
X,36640
Y,36250
X,36436
Y,36398
X,36140
Y,35960
Y,37556
Y,36604
X,36852
X,36006
X,36592
X,36424
X,36346
Y,35804
Y,36384
Y,37306
Y,36660
X,36238
Y,36588
Y,36298
Y,36392
Y,36486
Y,36180
X,36386
X,37248
X,36090
Y,36746
X,36620
Y,36474
X,36566
X,36322
Y,36274
X,36480
X,37368
Y,35918
Y,36672
X,36852
X,36126
X,36920
Y,36510
Y,36334
X,36562
X,37424
Y,36422
X,36590
Y,36322
X,36312
Y,36578
X,36128
Y,36422
X,36438
X,37554
Y,36560
Y,36150
X,36292
X,36234
X,36454
X,36542
Y,36498
X,36432
X,37498
Y,35954
X,36246
X,36584
Y,36418
X,36308
X,35888
X,36422
Y,36780
Y,37008
X,36234
X,36832
X,36252
Y,36080
Y,36902
X,36494
Y,35766
X,36432
Y,37496
X,36344
Y,36650
Y,36032
X,36194
Y,36974
Y,36614
Y,35788
Y,36664
Y,36912
X,36572
Y,36630
Y,36378
X,36132
X,36680
X,36336
Y,36016
Y,36280
X,37458
Y,36288
X,36680
X,36642
Y,36110
Y,36562
X,36598
Y,36128
X,36254
X,37498
X,36706
X,36690
X,36454
Y,36478
Y,36698
Y,36220
X,35850
X,36436
Y,36800
X,36152
X,36774
Y,36390
Y,36046
X,36808
Y,36448
X,36498
Y,36474
X,37320
Y,36594
X,36338
X,36580
X,36508
Y,36684
X,36170
X,35872
Y,36534
X,37144
X,36582
Y,36742
X,36468
X,36218
X,36544
Y,36362
Y,36232
X,36396
Y,37540
Y,36056
X,36438
X,36074
X,36028
X,36654
X,36250
Y,35870
X,36320
X,37380
X,36376
Y,36462
X,35966
Y,36032
Y,36704
Y,36590
Y,36050
X,35876
Y,37784
X,36564
X,35994
Y,36214
Y,36268
Y,36436
X,35934
Y,36084
Y,36290
X,37132
X,36352
Y,36962
X,36046
Y,36348
Y,36700
Y,36204
Y,36302
X,36520
X,37012
Y,36666
Y,36620
Y,36130
X,36574
Y,36226
Y,36824
Y,36362
Y,36116
Y,37160
Y,36778
X,36370
Y,36612
X,37252
X,36494
X,36714
Y,36216
Y,35906
Y,37496
X,36496
X,36694
Y,36056
X,36544
Y,35908
Y,35856
Y,36270
X,36586
X,37390
X,36348
X,36450
X,36426
Y,36470
X,36220
X,36182
Y,35944
Y,36424
Y,37378
Y,36478
X,36074
Y,36600
Y,36558
Y,45280
X,38240
X,36540
X,36738
Y,36532
Y,36000
X,36064
Y,37052
Y,36162
X,37064
X,36586
X,36112
Y,36238
X,37184
X,36366
X,36472
Y,37412
Y,36458
X,37234
X,36894
Y,36204
Y,36854
Y,36750
X,35808
X,36278
X,36454
X,35940
Y,37200
Y,36588
X,36508
X,36796
Y,36090
Y,36196
Y,36200
X,36446
X,36498
X,37472
Y,36728
X,36274
X,36100
X,36322
Y,36352
Y,36940
Y,36904
Y,36830
X,37010
X,36090
X,36216
Y,37156
Y,36556
Y,36036
Y,36188
Y,36190
Y,35776
Y,36986
X,37074
X,36536
X,36556
Y,36630
X,35912
X,36732
Y,36416
Y,36444
X,37296
Y,36586
Y,36262
Y,36404
Y,36604
Y,36156
X,36504
X,36718
X,36374
X,37512
X,36290
X,36614
Y,36218
X,36314
Y,36548
X,36700
Y,36396
X,37184
X,37380
Y,36054
Y,35900
X,36768
Y,36454
Y,36274
X,36250
X,36514
X,36542
X,37194
Y,36780
X,36320
X,36494
X,36354
X,36046
X,36190
X,36454
Y,36338
Y,36876
Y,36390
Y,36032
Y,36190
Y,36654
X,36144
Y,36586
Y,36888
Y,36378
X,36766
Y,36292
X,36356
X,36030
X,37308
Y,36366
Y,36230
Y,36522
Y,36784
Y,36890
X,36924
X,36130
X,36390
X,36426
Y,36370
Y,36066
Y,36750
Y,36620
Y,37228
Y,36582
Y,36404
Y,36456
Y,36914
X,36462
Y,36166
X,37012
Y,36058
Y,36690
X,36564
Y,36372
Y,36092
X,36832
Y,36260
Y,36470
X,36582
X,36408
Y,37224
Y,36814
X,36176
Y,36534
X,36796
X,35894
Y,36380
Y,36494
Y,35900
Y,37038
X,36328
X,36404
Y,37048
X,37158
X,36262
Y,36314
X,36670
Y,36580
X,37024
Y,36360
Y,36330
X,36424
Y,36396
Y,35616
X,36358
X,37412
Y,36688
X,36764
X,36620
X,36208
X,36426
Y,36898
Y,36646
X,36116
Y,36624
Y,36366
X,36758
X,36518
X,36412
X,36048
X,36916
Y,36156
Y,36392
Y,36798
Y,36488
X,37200
Y,36608
X,36286
Y,36514
Y,36694
X,36164
X,37078
X,36956
Y,36618
X,37018
Y,36928
Y,35784
X,36348
Y,36950
Y,36480
X,36554
X,36580
X,36752
X,38002
X,36910
Y,36324
Y,36668
X,36702
X,36172
Y,36490
Y,36414
X,36240
Y,36642
X,36592
X,35808
X,36318
X,36350
X,36096
Y,36406
X,36976
Y,36282
X,37152
Y,36938
Y,36288
Y,36410
X,36394
X,35946
Y,36540
Y,36086
X,36438
X,37364
Y,36472
X,36206
X,36634
Y,36748
Y,35868
Y,36536
Y,36796
Y,37124
Y,37264
Y,36748
Y,37718
Y,36696
Y,36308
X,36096
Y,36274
Y,36442
X,35612
Y,37332
X,36974
Y,36828
Y,36142
Y,36432
Y,36366
X,35908
Y,36818
X,35374
X,37032
X,37446
Y,37074
Y,36718
X,36932
X,36584
Y,36106
X,36564
Y,35562
X,37122
X,36934
Y,36672
Y,36630
Y,36340
Y,36192
Y,36436
Y,36546
X,35350
Y,37090
Y,37654
Y,37354
Y,36196
X,36760
X,36008
Y,36036
Y,36818
X,35610
Y,35798
X,36866
X,37494
X,36306
Y,36292
X,36328
X,36668
X,36530
Y,35424
X,36106
X,37312
Y,37106
Y,36084
Y,36598
X,36306
X,36578
Y,36588
Y,35378
Y,35958
X,36576
X,37434
Y,36282
X,36542
Y,35912
X,36358
Y,36328
Y,35448
X,35908
Y,36842
Y,37314
X,36024
X,36368
X,36190
Y,36900
Y,36822
Y,35698
X,35966
Y,37086
X,37174
Y,36486
Y,36808
Y,36470
X,36602
X,36654
X,35086
X,36508
X,37432
Y,37314
Y,36896
Y,37268
X,36410
X,36232
Y,37040
X,35718
Y,36206
X,37204
Y,37110
Y,36620
X,36920
X,36154
Y,36402
X,37010
X,35850
X,36392
X,36902
X,37080
Y,36136
Y,36352
X,35866
Y,36870
Y,36658
Y,35526
Y,36344
X,37160
X,37438
X,36498
X,37406
Y,36278
Y,36508
X,36306
Y,42380
X,38674
Y,37094
Y,36890
X,36372
X,37098
Y,36246
X,36562
X,36282
Y,35544
X,36402
X,36946
X,36416
Y,35926
X,37116
Y,36160
X,36218
X,36628
X,35194
Y,36650
Y,36966
Y,36598
X,36352
Y,37208
Y,36322
X,36106
Y,36756
X,35430
Y,36202
Y,37362
Y,36332
X,36476
X,37506
X,36354
X,36490
X,36874
Y,35244
Y,36638
Y,36842
Y,36670
Y,35940
Y,37100
Y,36222
Y,36288
X,36370
Y,35990
X,36204
Y,36902
Y,36948
X,36032
X,37192
Y,36292
Y,36214
X,36634
Y,35430
X,36422
X,36948
X,36732
X,35798
X,37362
Y,36420
X,36608
X,36490
X,35312
X,36700
Y,36996
Y,36546
X,36354
X,37710
Y,36330
Y,36188
X,36462
X,35516
X,36594
Y,36972
Y,36478
Y,36224
X,37202
X,36596
Y,36122
Y,36592
Y,35392
X,35910
X,37324
X,36816
Y,36518
Y,37632
X,36854
Y,36458
X,36626
X,35590
X,36100
Y,36942
Y,36636
X,36118
X,37376
X,36390
Y,36358
Y,36716
Y,35536
X,36226
X,36998
Y,37542
X,36126
Y,37458
X,36960
X,36476
X,36840
Y,35358
Y,35934
Y,36396
X,36922
X,36262
Y,37338
X,35920
Y,36254
Y,36224
X,35108
X,36054
X,36492
X,37194
Y,36858
Y,37346
X,36394
X,36368
Y,37480
X,35736
X,36470
Y,36870
Y,37006
X,36144
Y,36296
X,36050
Y,36426
X,37184
Y,35688
Y,36100
Y,36410
X,37092
X,36276
Y,36356
X,35950
X,36304
X,38312
Y,35568
X,36364
Y,36288
Y,37902
X,37612
X,36520
Y,36502
Y,36366
X,37162
Y,35820
X,36418
Y,36108
X,36108
X,37770
X,36644
X,35828
Y,36746
X,37588
X,35088
X,36444
X,36384
X,35942
X,36760
X,36622
X,35826
Y,36686
X,36952
X,36144
Y,36038
Y,36614
X,36070
Y,37524
X,36516
Y,36020
Y,36316
X,37382
Y,35236
Y,36562
Y,35924
X,35764
X,36888
X,36706
X,36138
X,36456
X,37198
X,35682
Y,36348
X,36240
Y,36448
Y,37054
X,36456
X,36094
X,36402
X,36960
X,35766
X,36396
X,36640
Y,36778
X,37158
Y,36304
X,36088
X,36500
Y,37256
Y,36404
X,36486
X,36008
Y,36138
Y,36882
X,36006
X,36418
X,36706
X,37014
Y,36420
X,37204
X,36106
Y,36352
Y,36976
Y,36502
Y,36024
X,36468
Y,37496
Y,37122
Y,36602
X,36358
X,36040
Y,36892
X,36470
X,36516
X,36244
X,37472
X,36846
Y,36728
X,35974
Y,36142
X,36902
X,36484
Y,35876
Y,36388
X,37090
X,36326
Y,36594
X,35994
X,36038
Y,36286
X,36380
Y,36480
Y,36852
Y,37484
Y,36430
X,36930
Y,36220
X,36640
X,36756
X,36506
Y,36254
X,36110
X,37566
X,36524
Y,36346
X,36626
X,36226
X,36556
X,36156
Y,36160
X,36032
X,37384
Y,36318
X,36244
Y,36846
X,36176
X,36024
Y,36404
X,36438
X,36522
X,37464
X,36354
Y,36624
Y,36474
X,36304
X,36644
Y,36240
X,36304
Y,36120
Y,37394
Y,36706
Y,36424
Y,36554
X,36232
Y,36476
Y,36052
Y,36272
X,36802
Y,37154
X,36262
X,36484
X,36572
X,36478
Y,36420
Y,36552
Y,35966
X,36504
Y,37416
X,36348
Y,36616
X,36256
X,36070
X,36120
X,36742
Y,35708
X,36556
Y,37688
X,36560
Y,36634
Y,36642
Y,36200
X,36366
Y,36658
Y,36618
Y,36534
X,37208
Y,36010
Y,36738
X,36612
Y,36354
X,36644
Y,36484
X,35798
X,36308
X,37492
X,36416
Y,36696
Y,36342
X,36006
X,36862
X,36468
X,36202
X,36500
X,37416
Y,36610
X,36442
X,36302
Y,36022
X,36902
Y,36396
Y,36052
X,36476
Y,37098
X,36436
Y,37104
Y,36856
X,35946
Y,36698
X,36304
X,35822
X,36598
Y,37506
X,36492
X,36252
X,36366
X,36314
Y,36532
X,36314
X,36186
Y,36458
X,37478
X,41588
Y,40404
Y,37244
X,36332
X,36598
Y,36420
X,35956
X,36182
X,37350
X,36156
X,37348
Y,36504
X,36308
X,36614
X,36224
X,36584
X,36452
X,37228
X,35434
Y,36948
X,36586
X,36598
Y,36536
X,35866
X,35954
Y,36422
X,37242
Y,35670
X,37148
X,36536
Y,36222
Y,36610
X,36240
X,36484
Y,36194
Y,37144
X,35458
Y,37126
Y,36458
X,36148
X,37120
Y,36890
X,36100
X,36114
Y,36952
Y,35270
Y,37134
X,37144
X,36208
X,36716
Y,36624
X,37180
X,37534
Y,36918
X,36230
Y,37080
Y,36456
Y,35800
Y,35902
Y,36802
X,36052
Y,36598
Y,37090
Y,35232
X,36740
Y,36946
Y,36168
X,36414
Y,36146
X,36162
Y,36354
Y,37294
Y,35962
X,37018
Y,36606
Y,36256
X,36264
X,36524
Y,36264
X,36524
X,37688
X,35620
Y,37024
X,36658
X,35930
Y,36622
X,36536
Y,36150
Y,36564
X,37222
X,35354
Y,37030
X,36290
X,35836
Y,36220
Y,36348
Y,36200
Y,36770
Y,37228
Y,35520
X,36838
Y,36054
X,35782
Y,36900
Y,36726
X,36238
X,36202
X,37222
X,35524
Y,36660
X,36820
Y,36756
X,36368
X,36316
Y,36404
Y,36204
Y,37706
X,35810
X,37146
Y,36672
X,36160
Y,36324
X,36276
Y,35820
X,36504
X,37692
X,35624
Y,36870
X,36430
Y,35954
X,36424
Y,36200
X,36004
Y,36034
Y,37144
X,35678
Y,37488
X,36918
Y,36152
X,35794
X,36160
X,36390
Y,36458
X,37274
X,35222
Y,37200
X,37204
Y,36224
Y,36558
Y,36242
Y,35952
Y,36270
Y,37190
X,35188
X,37366
X,36282
X,36006
Y,36658
X,36446
X,36184
Y,36314
X,37436
X,35846
X,36994
X,36942
Y,36326
Y,36764
Y,36422
X,36040
Y,36954
Y,37182
X,35736
Y,37428
Y,37938
X,36226
Y,36654
X,36256
X,35448
Y,35888
Y,37192
X,35734
Y,36798
Y,36382
X,35816
X,36582
X,36270
X,36178
Y,36272
X,37244
Y,35630
Y,37012
Y,36408
X,36540
X,36608
Y,36318
X,35690
Y,36100
X,37230
Y,35574
X,36908
X,36360
Y,36132
Y,36214
X,36116
Y,35966
X,36068
X,37230
Y,36050
Y,37062
Y,37204
X,36352
Y,37176
X,36132
Y,36206
X,36226
Y,37266
Y,35762
Y,37098
X,36338
Y,36224
X,36490
Y,35990
X,35808
X,36328
X,37138
Y,35300
X,37066
X,36274
Y,35960
X,36570
Y,36522
Y,36080
X,36548
X,37178
Y,35526
Y,36752
X,36510
Y,36260
X,36308
X,36364
Y,36206
Y,35996
X,37060
Y,36060
Y,37074
Y,36454
Y,35798
X,35834
X,36212
Y,36478
X,36666
X,37118
Y,35586
X,36958
Y,36334
Y,36134
Y,36648
Y,36524
X,36304
X,36128
Y,37228
X,35438
Y,37002
X,35992
X,36336
X,36654
Y,36348
Y,36210
Y,36496
X,36926
Y,35782
X,37340
X,36868
Y,36036
X,36382
X,36294
X,36076
X,36478
X,37390
X,36288
Y,36350
Y,36480
Y,36414
Y,36232
X,36696
Y,36414
X,36492
X,37462
X,36858
Y,36780
Y,36648
Y,35896
X,36730
X,36862
X,36214
Y,35958
X,37720
Y,36484
X,36746
X,36778
X,36252
Y,36128
Y,36112
X,36452
Y,36496
Y,37452
Y,36348
X,36484
Y,36394
Y,35864
X,36550
Y,35992
X,35980
Y,36946
X,37018
X,36334
Y,36522
X,36352
X,35906
X,36372
Y,36414
X,35914
Y,36732
X,37256
X,36856
Y,37014
Y,36630
Y,37218
X,37576
X,36476
X,36154
Y,36374
X,37176
X,36216
Y,35942
Y,36544
Y,36690
X,36828
X,36688
Y,35756
X,36256
Y,37676
X,36528
Y,36226
X,36668
Y,36106
X,37344
X,37346
Y,36530
X,36242
Y,37246
Y,36554
Y,36062
Y,36624
Y,36552
Y,36172
Y,37348
X,36568
X,36254
X,36982
Y,36570
Y,35824
X,36170
X,36510
X,36364
Y,37170
Y,35964
Y,36518
Y,37244
X,43322
Y,37446
Y,36584
Y,36556
X,36350
X,36636
Y,36068
Y,36278
X,36996
X,36276
Y,35394
X,36552
X,36150
Y,36592
Y,36952
Y,36698
Y,36058
X,37252
X,36358
X,35462
X,36126
X,36360
Y,36262
Y,37134
Y,36594
Y,36628
Y,37344
Y,36116
Y,35788
Y,36026
Y,36354
X,36284
Y,36804
X,36342
Y,36236
Y,37734
Y,36206
X,35112
Y,36148
X,36708
X,36262
X,36844
X,36254
X,36654
X,37448
X,35908
X,35450
Y,36142
X,36274
Y,36236
Y,37258
X,36774
X,36672
X,37122
X,36436
Y,35900
X,36596
Y,36470
Y,36166
Y,36898
X,36312
Y,36178
Y,37980
Y,36560
Y,36428
X,36338
X,36794
Y,36832
X,36518
X,36132
Y,36758
X,37430
X,36204
X,36220
X,37020
X,36274
Y,36232
Y,36464
Y,35892
X,36412
X,37512
Y,36206
X,36218
X,36428
Y,36442
X,36436
Y,36052
Y,36166
X,36458
Y,37718
Y,35996
X,35856
X,36284
X,35972
X,36864
Y,36778
X,36316
X,36212
X,37310
Y,36172
Y,36672
Y,36032
X,36392
Y,36192
Y,36114
Y,36086
Y,36264
X,37360
X,36486
Y,36426
X,36454
X,36406
Y,36266
X,36696
X,36004
Y,36484
Y,37380
Y,36036
X,36072
Y,36970
Y,36090
Y,35812
Y,36400
X,36288
Y,36190
X,37188
X,36718
X,36610
X,36466
Y,36246
Y,36092
Y,36340
X,36128
X,36486
Y,37504
X,36246
Y,36096
X,36256
X,36006
X,36136
Y,36842
Y,36060
Y,36398
Y,37054
X,36226
Y,36280
X,36622
Y,36540
X,36246
Y,36282
X,35584
Y,36688
Y,37626
Y,36902
X,36352
Y,36790
Y,36528
X,36496
X,36122
Y,36236
X,35954
Y,37254
Y,36060
X,36318
Y,36696
Y,36734
X,36160
Y,36670
X,36060
Y,36814
X,37304
X,36126
Y,36020
Y,36680
X,36250
X,36570
Y,36230
Y,36320
X,36214
X,37168
X,36252
Y,36286
X,36654
Y,36656
X,36692
X,36174
Y,36212
Y,36448
X,36936
X,36326
X,36684
X,36406
Y,36082
Y,36326
X,35460
X,35982
X,36416
Y,37316
X,35938
Y,36418
X,36180
Y,36354
Y,36296
X,36952
Y,36140
X,36184
X,37016
X,36242
X,36298
X,36574
Y,36310
Y,36140
X,35762
X,35854
X,36246
Y,37474
Y,36842
X,36878
X,36612
X,36326
X,36280
Y,36426
Y,36782
Y,36342
X,37282
Y,36306
Y,35938
X,36278
X,37098
X,36494
Y,36406
X,37234
Y,36360
X,36960
Y,36264
X,36196
X,36490
X,35068
X,36526
Y,36314
Y,36936
X,36612
X,37180
Y,36444
Y,36306
X,36668
X,35226
Y,36204
X,36556
X,36860
X,36248
X,37598
X,36264
Y,36222
X,36666
X,35466
Y,36464
Y,36374
X,36826
Y,36554
X,37682
Y,36076
Y,36298
X,36516
X,35138
X,36580
Y,36618
X,37444
X,36534
Y,37230
Y,36196
X,35974
Y,36672
X,35288
Y,36336
Y,36342
Y,36980
X,36146
Y,37402
X,37048
Y,36806
Y,36870
Y,35162
Y,36322
X,36206
X,37004
Y,36848
X,37334
X,36396
Y,36210
Y,36510
X,35688
Y,36108
X,36472
Y,37102
Y,36186
X,37486
X,36500
X,36248
Y,36450
X,35212
X,36500
Y,36244
X,37014
X,36422
Y,37590
X,36208
X,36444
Y,36506
X,35438
Y,36366
Y,36534
X,36852
Y,36518
Y,37320
X,36534
Y,36408
Y,36972
X,35770
X,36378
X,36216
X,36970
X,36856
X,37414
Y,36340
Y,35894
Y,36126
X,35058
X,35916
X,37052
X,36916
X,36504
Y,37376
Y,36218
X,36400
X,36432
Y,35940
X,36572
X,36398
X,36722
X,36018
X,37334
X,36764
Y,36754
X,36138
Y,35642
Y,36390
X,36288
Y,37110
X,36388
Y,37810
X,36136
X,36320
X,36422
X,35636
Y,36336
X,36596
Y,37156
Y,36660
X,37038
X,36370
Y,36524
Y,36716
Y,35468
X,36326
Y,36476
X,37286
Y,36126
X,37104
Y,42326
X,37900
Y,37576
Y,35872
Y,36470
Y,36256
X,36480
X,36072
X,37400
Y,36130
X,36598
Y,37352
Y,35798
Y,36622
Y,36096
X,36262
Y,36338
Y,37144
Y,36136
Y,36572
X,37000
Y,35232
X,36342
Y,36702
Y,36878
X,36250
X,36996
Y,36166
X,36106
Y,36646
Y,35790
X,36258
X,35914
Y,36248
X,36112
X,37254
Y,36390
Y,36488
Y,37762
Y,35738
X,36320
X,36144
Y,36156
Y,36352
Y,37328
Y,36898
Y,36504
X,36896
Y,35350
Y,36170
X,36030
X,36512
Y,35662
Y,36544
Y,36054
Y,36036
Y,36984
X,35350
X,36674
X,36722
Y,36252
Y,37090
X,36738
X,36334
Y,36344
Y,37364
Y,36478
X,37056
Y,36472
Y,36076
X,36246
X,35726
X,36630
X,36286
Y,36232
Y,36280
X,36552
Y,36478
Y,36264
X,36258
Y,37028
X,36896
X,36214
Y,36178
Y,36376
X,36352
X,36402
Y,36384
Y,36070
Y,37004
Y,36398
Y,36120
X,36512
X,36414
Y,36442
X,37012
Y,36084
Y,36248
Y,37230
X,36334
Y,36614
Y,36498
Y,36832
Y,36690
X,36238
Y,36194
Y,36516
Y,37402
X,36456
X,36446
Y,36396
Y,36024
Y,36204
Y,36026
X,36580
Y,36252
X,36838
X,36156
Y,36270
X,36668
Y,36530
X,36460
Y,36438
Y,36274
X,36262
Y,36718
Y,36216
X,36240
Y,36338
X,35916
Y,36654
X,35840
X,36142
X,36982
X,37280
Y,37320
Y,36338
X,36748
Y,36526
Y,36892
X,36854
X,36846
X,35816
Y,37186
X,37106
Y,36386
Y,36362
X,36162
Y,36390
Y,36372
X,36244
X,35582
Y,36916
X,36738
X,36558
X,36172
X,36308
X,36858
Y,36204
Y,36290
Y,35354
Y,36970
X,37180
Y,36156
Y,36450
X,36074
Y,36626
X,36210
Y,36056
Y,35030
X,36846
X,37316
X,36498
X,36664
X,36150
X,36586
Y,36560
X,36402
Y,35710
X,37134
Y,36924
X,36444
Y,36624
Y,36490
X,36368
X,36638
Y,36290
X,35618
Y,37198
X,37278
Y,36342
Y,36534
X,36474
Y,37410
X,36304
X,36406
X,35310
X,35962
Y,37606
Y,36438
X,36268
Y,36338
X,37488
Y,36578
Y,36656
X,35844
Y,36442
Y,36954
X,36364
X,36096
X,36112
Y,36634
X,36282
Y,36206
Y,35834
Y,36466
X,37034
Y,36468
Y,36258
Y,36574
X,37286
Y,36072
Y,36116
Y,35332
Y,35938
Y,36644
Y,36718
X,36262
X,36432
Y,37024
Y,36724
Y,36350
Y,35522
Y,36474
X,36550
Y,36150
Y,36376
X,36894
X,37438
X,36372
Y,36456
X,34942
X,36512
X,37196
Y,36424
Y,36094
X,36570
X,37616
Y,36732
Y,36266
Y,35272
X,36022
X,37358
Y,36246
X,36468
Y,36410
X,37136
X,36364
Y,36264
Y,35554
X,35950
Y,37264
Y,36804
Y,36648
X,36260
Y,36990
Y,36532
Y,36534
X,35452
X,36714
X,37310
X,36688
Y,36342
Y,36376
X,36970
X,36596
X,36370
X,35294
X,36158
Y,37164
Y,35838
Y,36530
Y,36692
X,37404
X,36832
Y,36488
Y,35062
Y,36158
Y,37100
X,36588
X,36422
X,36232
X,37040
Y,36238
Y,36280
Y,35530
Y,36740
Y,36958
Y,36166
X,36244
Y,36696
X,37512
Y,36790
X,36472
X,34924
Y,36448
Y,37084
X,36106
Y,36374
X,36254
Y,37412
Y,37214
Y,36274
Y,35422
X,36116
X,36278
X,36076
X,36430
X,36312
Y,36772
X,37614
Y,36054
X,34892
Y,36252
X,36468
Y,36344
X,36626
X,36508
X,37520
Y,37260
Y,36890
Y,35326
Y,36200
X,36488
Y,36014
Y,36342
Y,36060
X,36992
Y,37536
X,36394
X,35056
Y,36142
Y,35938
Y,35660
Y,36408
X,36282
Y,37434
Y,37626
Y,36486
X,35132
X,36174
Y,35956
X,36180
Y,36320
X,36052
X,37096
Y,37288
Y,36434
Y,35782
Y,36726
X,36316
X,35866
X,36312
X,35994
Y,37114
Y,37610
X,36904
Y,35452
X,36024
Y,42418
X,38352
X,36556
X,36286
Y,37550
X,37346
X,36996
X,35480
Y,36282
Y,36192
X,35734
Y,36448
X,36292
X,36410
X,36830
Y,37568
X,35940
X,36702
Y,36552
X,35634
Y,36052
Y,36374
Y,36428
Y,36778
Y,37128
Y,35880
X,36274
X,36468
X,36286
X,36346
Y,36304
Y,36368
Y,37258
X,37348
Y,35480
X,36318
Y,36220
Y,36524
Y,37218
X,36718
X,36362
X,36958
Y,37002
X,35530
X,36300
Y,36292
X,35968
Y,36272
Y,36424
Y,36242
Y,36624
Y,37142
X,35442
X,36484
Y,37030
Y,36402
X,36168
Y,35762
Y,36322
Y,37214
X,37948
Y,36660
X,36334
Y,35942
X,36026
X,36798
Y,36674
X,36418
X,36572
X,36618
X,36450
X,36394
Y,36166
X,36638
Y,36542
X,36786
Y,36378
X,36304
X,37196
X,36498
Y,36578
Y,36484
Y,36252
Y,36046
Y,36586
Y,36704
Y,36194
Y,37100
X,36790
Y,36804
X,36326
X,36012
X,36814
X,36374
Y,36602
X,36704
Y,36948
X,36056
Y,36252
X,36284
Y,35884
Y,36502
Y,36532
Y,37098
X,36736
Y,37138
X,36184
Y,36252
Y,36152
Y,36330
Y,36584
X,36520
Y,36634
Y,36198
Y,36474
Y,36348
Y,36666
X,36570
Y,36124
X,35900
Y,36174
Y,36852
Y,36484
Y,37300
Y,37136
Y,36472
X,36464
Y,36162
X,36302
Y,36528
Y,36814
Y,36300
Y,36990
Y,36158
Y,36772
Y,36056
X,35884
X,36546
Y,36274
Y,35514
Y,36612
Y,36884
X,36372
Y,36616
X,36458
X,37320
X,36406
Y,36308
X,36266
Y,36966
Y,36860
X,36276
Y,36834
X,36210
X,36940
X,36318
X,36776
X,36746
X,37086
Y,36476
X,36352
Y,36846
X,36158
Y,37040
X,36592
X,36634
X,36168
X,36192
Y,36378
Y,36086
X,36488
Y,36328
Y,36906
Y,36530
Y,36220
Y,36716
Y,36742
Y,36008
Y,36148
Y,36366
Y,36504
Y,37352
X,36410
X,36140
Y,36056
Y,36318
