V1,V2
Y,36050
Y,36122
X,36796
Y,35730
Y,36140
X,35702
Y,37282
X,34902
Y,35812
X,36022
Y,36262
X,36332
Y,36114
Y,36088
Y,35964
X,37086
Y,36022
X,36590
Y,36350
Y,36180
X,36760
Y,35988
X,35836
Y,36410
X,36754
Y,35478
X,36260
Y,36188
Y,36038
X,37270
X,35996
X,36212
Y,36316
X,36910
X,35416
X,35904
X,36162
Y,36072
X,36404
Y,36064
Y,35776
Y,36022
X,36784
Y,35052
X,36190
X,36078
Y,36996
Y,37154
Y,36614
Y,36394
X,36130
Y,37448
Y,35898
Y,36202
X,35928
Y,36290
Y,37030
Y,35934
Y,36370
Y,36362
Y,37104
X,35452
Y,36544
X,36124
X,36260
X,36614
X,35968
X,36384
X,35392
Y,37310
Y,35290
Y,36060
X,36726
X,36322
Y,36502
Y,36124
X,36152
Y,35950
Y,37194
X,34766
Y,36086
X,36312
X,36062
Y,36624
Y,36254
X,36170
X,36572
Y,37244
Y,35304
X,36146
Y,36344
X,35960
X,36404
Y,35968
X,35762
X,35388
X,37298
X,35368
Y,35680
Y,36294
X,36484
Y,36794
Y,36190
X,35640
X,35930
Y,37106
Y,35724
X,35840
X,35980
X,36148
X,36770
X,36308
Y,35972
X,36056
Y,37230
Y,35216
Y,35784
X,36412
Y,36012
Y,36942
X,35934
Y,35784
Y,35922
Y,36986
X,35546
X,35870
X,36086
X,36368
Y,36998
Y,36132
X,36198
Y,36170
X,37286
X,35474
X,35650
X,36376
Y,36444
X,36596
Y,35972
X,36144
X,35900
X,36722
X,34898
X,36574
X,36266
X,36316
X,36888
Y,36876
X,36196
Y,35846
X,37182
Y,35568
Y,36010
Y,36164
X,36154
X,36832
X,36212
X,36158
Y,35902
Y,36976
Y,35672
Y,35950
Y,36538
X,35982
Y,36712
Y,36302
Y,36472
X,36200
X,37232
Y,35044
Y,35902
X,36152
X,36298
X,37058
Y,36232
Y,36154
Y,36312
Y,37172
Y,34854
Y,36456
X,36414
Y,36066
Y,36974
X,36006
X,36072
X,36088
Y,37204
X,35096
X,36420
X,36364
X,35986
X,37052
X,35814
X,36052
Y,35952
Y,36820
X,35436
Y,36060
Y,35746
X,36140
Y,37120
X,35922
X,36268
X,35560
X,37322
Y,34834
Y,36420
X,35848
Y,35682
Y,36804
Y,36210
X,36140
X,36122
Y,36644
X,35088
X,36676
Y,35950
Y,35846
Y,36516
Y,36248
Y,35762
Y,35992
X,37166
Y,35298
X,36144
X,36050
Y,36116
Y,37524
Y,35638
Y,36092
X,36008
X,37018
X,35070
Y,36218
Y,36074
X,36012
Y,36790
Y,35682
Y,36246
X,35644
Y,37768
X,36984
X,36616
X,36670
Y,36066
X,36828
Y,36036
X,36356
X,36276
Y,36238
Y,36372
Y,36330
Y,35944
Y,36106
X,36482
Y,35742
X,36360
X,36218
Y,36112
X,36112
Y,36464
X,36444
X,36326
X,36762
X,36620
X,35946
X,35788
Y,36310
X,36208
Y,36258
Y,36216
Y,36100
Y,36784
X,36224
X,36364
Y,36386
Y,36532
Y,36488
X,36110
X,36440
Y,36020
Y,37106
Y,35688
X,36296
X,35936
Y,35704
X,43736
X,37400
Y,36126
X,36278
Y,36058
X,35840
Y,36140
Y,35982
Y,36134
Y,36400
X,36404
X,36440
Y,35934
Y,36352
X,36510
X,35884
X,35792
X,35744
X,36088
X,36572
Y,35828
Y,36108
Y,36478
Y,36558
X,36462
Y,36006
X,35862
X,35880
Y,36522
X,35950
Y,36392
X,35928
Y,36876
Y,35682
X,36040
Y,35884
Y,35956
X,36560
Y,36396
Y,36024
Y,36216
Y,36722
Y,36010
X,35986
X,36130
X,35924
Y,36414
Y,36584
Y,36338
Y,35582
X,37304
Y,36432
Y,36072
X,36168
X,36270
X,35770
X,36178
X,36042
Y,36222
Y,36822
Y,36196
Y,35596
Y,36120
Y,36194
Y,36092
X,35920
Y,36320
X,35586
X,36832
Y,36372
X,36106
Y,36312
X,35488
X,36276
Y,36330
X,36192
X,36186
X,37122
Y,36176
X,36002
Y,35964
Y,35998
X,35960
Y,36556
Y,36760
Y,36356
Y,37018
Y,35582
X,36350
X,35806
Y,36044
X,36520
X,36024
Y,35928
Y,35836
X,37002
Y,36054
Y,35924
Y,36140
X,36020
Y,36522
Y,36286
Y,35890
Y,36510
Y,36826
Y,36394
X,36256
Y,35658
Y,36012
Y,35896
X,36146
X,35778
X,35860
Y,36528
X,35796
Y,36428
X,35938
X,36146
X,36464
X,36138
Y,36368
Y,35818
X,36572
X,36188
Y,35768
X,36240
X,36040
X,36828
X,35870
X,35754
X,36408
X,36816
Y,35910
Y,36332
Y,35694
Y,36376
Y,36382
X,35948
Y,36026
Y,36098
X,36880
Y,36276
Y,36534
X,35970
X,36098
Y,36564
X,36308
Y,36766
Y,36082
Y,37038
Y,36016
X,36062
Y,35910
Y,36150
Y,36048
Y,35998
Y,36412
X,36186
X,36928
X,35842
Y,36480
X,36022
X,36034
X,36268
Y,36114
Y,35872
X,36052
X,36574
X,36284
X,36132
Y,36040
Y,35880
Y,36008
Y,35570
X,36036
X,35878
X,36616
X,35898
X,36262
X,36562
X,36716
Y,36728
X,36614
X,36394
Y,36032
Y,36358
X,35702
X,35860
X,35744
Y,35720
X,36174
Y,36416
Y,36100
X,36244
Y,36746
Y,36204
X,36160
Y,36358
Y,36052
X,36432
X,36460
X,35698
Y,36548
X,36872
X,35792
X,36284
Y,36144
Y,36008
X,36706
Y,36158
Y,36262
Y,36540
X,37184
Y,36284
X,36144
X,35500
Y,35870
X,36646
X,35952
Y,36494
X,35642
X,36996
Y,36296
Y,36036
X,35662
X,35726
Y,36294
X,36956
X,36402
Y,36346
Y,37064
X,37208
Y,36124
Y,35910
X,36286
Y,36200
X,34684
Y,35944
Y,36124
X,36598
Y,37054
X,36242
X,35798
Y,36394
X,36278
Y,35172
X,35466
Y,35668
Y,36504
X,37102
Y,36306
X,36010
Y,35902
Y,36522
X,35784
X,35110
X,36674
X,36858
X,37376
X,36138
X,36292
Y,36254
X,36310
X,35954
Y,35074
X,35718
Y,36498
X,36916
X,35774
X,35852
Y,36140
X,36212
Y,36092
Y,34680
X,35228
Y,37250
X,37264
X,36374
Y,35834
X,36076
X,36272
X,36040
Y,36416
Y,34984
X,35438
Y,36914
X,36304
Y,36062
X,36046
X,36394
Y,36456
Y,36012
X,34868
X,35390
X,37262
Y,36162
X,35784
X,35994
X,36348
Y,35958
Y,35936
Y,34824
Y,35816
Y,36602
Y,36312
Y,36400
Y,36272
X,36610
X,35914
X,36712
X,35458
X,36688
Y,37048
X,36086
Y,36200
Y,35692
Y,36326
Y,36104
Y,35972
X,34694
X,36462
X,37418
Y,36234
Y,36064
X,36228
X,36100
Y,36024
X,36406
X,35708
X,35574
Y,35696
Y,36408
X,36532
X,36220
X,36250
X,35662
Y,35880
X,36150
X,36604
X,36812
X,36044
Y,36446
X,35784
Y,36616
Y,36150
X,36042
Y,35618
Y,36902
X,35474
X,35964
Y,36036
Y,36228
X,36484
Y,35834
X,36360
Y,35936
Y,37002
X,35636
X,35538
Y,36034
Y,36218
Y,36174
Y,35744
X,35822
X,35914
Y,36500
Y,35754
X,35844
X,35828
Y,35822
X,36844
X,44086
Y,37650
Y,36558
X,37180
Y,35726
Y,35996
X,36174
Y,35626
Y,36254
X,36216
X,36316
Y,36172
Y,36970
Y,35536
X,36162
Y,35600
X,35860
Y,35986
Y,36650
X,36046
X,36032
X,36958
X,36130
X,35928
X,36418
Y,35930
Y,36396
X,36218
Y,36246
Y,36092
X,36766
Y,36354
Y,36454
Y,36080
Y,36232
Y,36590
Y,35878
X,36160
Y,36538
X,36860
X,35910
X,35874
X,36268
X,35996
X,36112
Y,36104
Y,36224
X,36432
Y,36630
Y,36210
X,35774
X,35464
Y,36058
X,36178
Y,36000
X,35842
X,36610
X,36970
X,36094
X,36672
X,36206
X,36422
Y,36022
Y,36222
X,36278
Y,36278
X,36696
Y,36360
Y,36000
Y,36402
X,35966
Y,36688
X,36100
X,35726
X,36258
X,36566
X,36268
X,36202
X,36458
X,36032
Y,36526
X,36320
X,36058
X,35914
Y,36740
X,36176
Y,36198
X,36000
Y,36024
Y,36198
Y,36142
X,35578
Y,36078
X,36518
Y,36572
Y,35960
Y,36220
Y,36070
X,36888
X,36342
Y,36236
X,36706
Y,36784
Y,36008
Y,35926
X,35896
X,36002
X,36602
Y,36402
Y,36210
Y,36340
Y,36938
Y,36126
Y,36588
X,35850
X,35850
X,35894
X,36102
Y,35660
X,35902
Y,36598
Y,35636
Y,35898
X,35966
Y,36148
X,36406
Y,36030
X,36270
Y,36232
Y,38054
X,37752
X,35900
Y,36728
X,35954
Y,36660
X,36144
X,35980
Y,36178
X,35672
Y,37516
X,36232
Y,35868
Y,35782
Y,36460
X,36128
X,36406
X,36142
X,35490
Y,36390
X,36046
Y,36132
Y,36372
Y,36736
Y,35716
Y,36294
X,35658
X,37228
X,36358
Y,35754
Y,36578
Y,36800
Y,36430
X,36714
Y,36076
Y,36122
X,36680
X,36178
X,35748
Y,35748
X,36190
X,36288
Y,35758
X,36286
X,35854
X,36910
X,36310
Y,35884
Y,35916
Y,36206
Y,36332
Y,36030
X,35734
X,36142
Y,36682
X,35944
X,35742
Y,36124
Y,35686
Y,35972
Y,36432
X,36026
X,35938
Y,37208
Y,36334
Y,35970
X,36246
X,35942
X,35714
Y,36172
X,36116
X,36262
Y,36666
X,36440
Y,35538
X,36298
X,35896
Y,36586
Y,35952
X,36392
X,36052
X,37296
Y,36004
Y,35946
Y,35866
Y,36202
Y,35870
X,36220
Y,36106
Y,36186
Y,37066
Y,36186
Y,36018
Y,36144
Y,35958
Y,36992
Y,36312
X,36792
Y,36698
X,37164
Y,36182
X,36066
Y,36198
X,35804
X,35718
Y,36180
Y,36154
X,35914
Y,36902
Y,35802
Y,36442
X,36298
Y,36248
Y,36082
Y,36400
X,35808
X,36174
Y,37316
X,36168
Y,36086
Y,36372
X,36276
X,36600
Y,35912
X,36156
Y,36168
Y,36554
Y,36502
Y,35964
Y,36284
X,36384
X,36452
Y,36256
X,36318
X,36264
X,36702
X,36300
X,35828
Y,36460
Y,35572
X,36494
X,36060
X,35838
Y,36154
X,36512
X,36172
X,36204
X,35944
Y,36126
Y,36354
X,36576
Y,36042
X,36188
X,37448
X,36024
Y,36572
Y,36066
Y,35942
Y,36342
Y,36696
Y,36160
Y,36448
Y,37230
Y,36068
X,36030
X,35886
Y,35880
Y,36584
Y,35982
Y,35850
X,35852
X,36994
X,35758
X,36054
Y,36484
Y,36134
X,36176
X,36110
X,36086
Y,35688
X,36776
Y,36194
Y,36252
Y,35712
X,36062
X,36338
X,36228
X,35710
Y,36080
X,36818
Y,36048
X,36322
Y,36036
Y,36010
Y,36252
X,35452
Y,36066
X,35248
X,37000
X,36068
Y,36024
Y,36160
X,35284
Y,36174
X,36132
Y,36164
Y,36100
X,36658
X,35770
X,36424
Y,36078
Y,36194
Y,36506
X,36060
X,35900
Y,35900
X,36734
X,36138
X,35916
Y,36372
Y,36322
X,36386
Y,36434
Y,36728
X,36358
Y,37468
X,35956
X,36160
X,35606
Y,35654
Y,36754
X,36504
X,36084
X,36618
Y,37388
Y,36268
Y,36202
X,35904
Y,36014
Y,36448
X,36254
X,43058
Y,38606
X,37074
X,36220
Y,35990
X,35808
Y,35836
X,36644
X,36256
Y,36666
Y,36066
X,36862
X,36048
Y,36336
Y,36476
X,36002
X,36332
X,35856
Y,36574
X,36492
X,36534
Y,36248
Y,35762
Y,35992
X,36160
X,36354
X,35620
X,36178
X,36154
X,37144
Y,36378
X,35816
Y,36806
X,37044
X,36528
Y,36340
Y,36462
Y,36248
X,36284
Y,36326
X,35696
X,36184
Y,36494
X,36242
Y,36050
X,36254
X,36050
Y,37254
Y,36288
Y,36128
X,35976
X,36314
Y,36082
X,36890
Y,36114
X,36198
X,36828
X,36144
Y,36292
X,36178
Y,36146
X,36008
Y,36580
X,36350
Y,35970
Y,37078
X,36506
X,36204
X,35938
X,36258
Y,36742
Y,35912
Y,35634
X,36592
Y,36426
Y,36300
X,35644
X,36492
Y,36400
Y,36596
X,36834
X,36130
X,36024
Y,36558
X,36356
Y,35966
X,36202
Y,35974
Y,36384
Y,36182
Y,36532
Y,36046
X,36672
X,36258
Y,36088
Y,36322
Y,36034
Y,36366
X,36208
Y,36156
Y,35636
X,36948
Y,35544
Y,35878
Y,36086
X,35828
Y,36762
X,36182
X,36148
Y,36696
X,37388
Y,36244
Y,36174
X,35986
Y,35778
Y,36228
X,36340
Y,36000
Y,36026
Y,36842
Y,36024
X,35782
Y,35940
Y,36358
Y,36166
X,36130
Y,36374
X,35856
Y,36818
Y,36196
X,35912
Y,35724
X,35872
Y,36620
X,35734
X,36038
Y,35688
Y,36736
X,35326
X,36120
X,35960
Y,35762
X,36804
Y,35914
X,36374
X,36228
Y,36742
X,35742
Y,35510
Y,36142
Y,35510
Y,35944
Y,36490
X,35820
Y,36138
Y,36610
X,36060
X,35806
Y,35998
Y,36132
X,36188
Y,35924
Y,35992
X,35758
Y,36810
X,35930
Y,36284
X,35566
X,35740
Y,36854
X,35972
X,35914
Y,36294
Y,36686
Y,36448
X,35994
Y,36278
X,36266
X,36362
X,36024
X,36124
X,35704
X,36938
Y,35414
X,36102
Y,35772
X,35848
Y,36264
X,36328
Y,35846
X,36098
Y,36714
X,35822
Y,35712
X,36232
X,35642
Y,36756
Y,35884
Y,35676
Y,36630
Y,37032
X,36180
Y,35894
X,35820
X,35734
Y,36658
Y,35982
X,36408
Y,36520
Y,37352
Y,35678
X,36212
X,36098
Y,35822
X,36580
Y,36410
Y,35946
X,36278
Y,36940
X,36148
Y,36042
Y,35692
Y,35912
X,36254
X,36234
Y,36070
Y,35888
Y,36854
X,35916
X,35890
X,35928
X,35826
Y,36032
Y,35994
X,35758
X,36312
Y,37016
X,35896
Y,36408
Y,36146
Y,36148
X,36718
Y,35788
Y,35862
X,36256
Y,37134
X,35712
X,35996
X,35976
X,36066
X,36108
Y,36142
Y,36052
X,36188
X,36584
Y,35846
X,36062
X,35848
Y,35822
X,36680
Y,36062
X,36502
Y,35896
X,36728
X,35930
X,35996
X,35532
X,35556
X,36050
X,36148
Y,36880
Y,35818
X,37204
X,35762
X,36140
X,36046
X,36138
X,36136
Y,36368
X,36140
Y,36692
Y,36320
X,36240
X,35652
X,35862
X,35866
Y,36416
X,35804
X,36352
X,36118
Y,36376
Y,35524
X,35566
Y,36142
Y,36270
Y,36188
Y,35962
Y,36414
X,36166
Y,37116
X,36504
X,35988
Y,36392
Y,36074
X,36542
Y,37006
Y,36206
X,36494
X,37108
X,37064
Y,36172
Y,36048
X,35896
Y,37002
Y,35054
Y,35362
Y,36234
Y,36952
X,37116
Y,35948
Y,35584
Y,35914
Y,36124
X,36142
Y,35060
X,36180
Y,36804
X,37072
X,35786
X,35860
Y,36004
X,36332
Y,36328
Y,35042
Y,35458
Y,36770
X,37340
Y,36360
Y,35632
X,36386
X,36148
Y,36000
Y,36260
Y,35214
Y,36830
X,36856
Y,35994
X,35998
Y,35814
Y,36946
X,36468
X,36034
Y,34702
X,35610
Y,37150
X,35886
Y,36310
Y,35496
X,36266
X,36328
Y,36506
Y,36114
X,36174
Y,37326
Y,35818
X,35754
Y,36386
Y,36230
X,36416
X,36546
X,36160
Y,41014
X,40254
Y,36070
X,36116
X,36222
X,36126
X,36152
Y,36358
X,36190
Y,36138
Y,36102
X,36428
X,36128
X,36388
X,36398
Y,36174
Y,36422
X,36144
Y,37510
X,35906
Y,36114
X,36226
Y,36246
Y,35908
Y,36322
X,36348
Y,35928
X,37768
Y,36438
X,36458
Y,36364
X,36114
Y,36192
Y,36038
X,36346
Y,36316
Y,36690
X,36380
X,36048
Y,36390
Y,35972
Y,35984
X,36170
Y,36134
Y,36038
X,36994
X,35892
X,35972
Y,36108
Y,35760
X,36322
X,36158
X,35966
Y,36302
Y,36662
Y,35938
X,35836
Y,35884
Y,35758
X,37262
Y,35972
X,36622
X,36380
X,36618
X,35918
X,35822
Y,35920
X,35596
Y,36388
Y,36514
Y,36106
Y,36008
X,36834
Y,36238
X,35872
X,36132
X,35940
Y,36416
Y,36518
X,35648
Y,36048
X,36750
Y,36262
Y,36368
X,35714
Y,36446
X,36738
Y,36186
Y,35718
Y,36442
X,36504
X,36122
Y,36046
X,36418
Y,36322
Y,35912
X,36174
X,35972
Y,36530
X,36626
Y,36048
X,36248
Y,36050
X,35766
X,36158
Y,36194
X,35900
Y,36218
Y,36754
X,36288
X,36094
X,35784
X,35864
X,36922
X,35730
X,36030
X,36434
Y,36816
X,36484
Y,36222
Y,35968
Y,35838
X,36178
Y,36172
X,36134
Y,36600
X,36682
Y,35994
Y,35992
Y,36062
Y,35804
Y,36416
Y,36246
Y,36302
Y,35880
Y,36860
X,35948
Y,35816
X,36190
X,36038
X,36188
Y,35778
Y,35586
X,36572
Y,36384
X,36052
X,36200
X,35768
Y,36194
X,36914
X,36424
Y,36236
Y,35748
X,36954
Y,35950
X,35956
Y,36134
X,36114
Y,36944
X,35764
X,36378
X,36324
X,36878
X,36054
Y,36084
X,36498
Y,35950
X,36330
Y,36024
Y,36358
X,36182
X,36860
X,36134
Y,36348
X,35556
X,36212
Y,35850
X,36446
X,36238
Y,36008
X,36522
X,35770
Y,36012
Y,36228
Y,35836
X,36552
X,35954
X,36358
Y,36584
Y,37568
Y,36036
X,36010
Y,35940
Y,35792
X,36212
Y,35922
X,35948
Y,35952
Y,37230
X,36188
Y,35998
X,35832
X,36386
X,36294
Y,35726
X,36396
X,36212
X,37752
Y,37806
Y,36568
X,36136
X,35704
Y,36660
X,36290
X,35874
X,35828
X,35740
X,36996
X,36352
X,36544
Y,36098
X,36532
Y,36486
X,36246
Y,36046
Y,35742
Y,36206
X,36302
X,36030
X,35882
Y,36086
X,36270
X,36368
Y,36080
Y,36710
X,36168
X,36190
X,36238
X,36160
X,36440
X,36692
X,36198
Y,36426
Y,37068
Y,36162
Y,36216
X,36256
X,36212
Y,36652
Y,36212
Y,36422
Y,36644
X,37018
X,36524
Y,36258
X,36044
Y,36108
Y,36204
Y,36400
Y,36338
Y,36230
X,36822
X,36262
Y,36422
X,36620
X,36664
Y,36592
Y,36594
Y,36772
Y,36364
Y,36558
X,36192
Y,36324
X,36040
Y,36140
X,35930
Y,36358
Y,36372
Y,36244
X,36496
X,35582
X,35904
X,36422
X,36874
X,36874
X,36822
Y,35982
X,36108
X,37002
X,36118
Y,36086
Y,36312
X,35848
Y,36520
Y,36040
Y,35876
Y,35730
Y,36606
X,36074
Y,36396
Y,36350
X,35896
Y,36326
X,36458
Y,35640
Y,36166
Y,36964
Y,36270
X,36478
X,36540
X,36004
Y,36668
Y,36116
X,36246
Y,36304
Y,37526
Y,36032
X,36312
X,36384
X,36028
Y,36362
Y,36194
X,36946
Y,36328
X,37020
Y,36270
Y,35726
X,36082
Y,36012
X,36776
Y,36396
Y,35730
X,35974
Y,37008
Y,35956
X,36132
X,35672
X,36120
X,37012
X,36612
Y,36252
Y,36662
X,37116
X,36128
X,36514
X,36350
Y,36420
X,37078
X,36412
X,36150
Y,36096
X,36588
X,36260
X,36438
X,35604
X,35714
Y,36280
X,36228
X,36346
Y,36144
Y,37346
Y,35830
Y,36094
X,35682
Y,36316
X,36538
X,36508
Y,35888
Y,36046
Y,36260
X,42672
Y,38264
Y,36420
Y,36078
X,36396
Y,35894
Y,36160
X,35962
X,36990
X,36686
X,36070
Y,36036
Y,36304
X,36856
X,35984
Y,36338
Y,35792
Y,37014
X,36564
X,36022
X,35994
Y,36246
Y,36408
X,36026
X,36252
X,35920
X,36360
X,35848
X,36746
Y,35954
X,36290
Y,36212
X,36320
X,36072
Y,36146
Y,36908
X,36108
X,35754
Y,36128
X,36264
X,36848
X,36596
Y,36010
X,36634
X,36970
X,36080
Y,36284
Y,35816
Y,36056
X,36632
X,35810
X,36446
Y,36114
X,36662
Y,36436
X,36222
Y,36424
X,36260
Y,36962
X,36626
X,36460
Y,35634
Y,37080
Y,36018
Y,36368
Y,36250
Y,36536
Y,36098
Y,36532
X,36156
X,35998
X,37186
X,36188
X,36426
Y,36602
X,36648
Y,36106
Y,35970
Y,36200
X,36234
X,36722
Y,35998
Y,35582
Y,36074
X,36054
Y,36776
X,36412
Y,35800
Y,36202
X,37386
Y,36012
Y,35638
X,35840
X,36144
X,36298
Y,35838
X,36108
X,35870
X,36986
Y,35936
Y,35926
Y,36174
X,36030
X,35792
X,36310
X,36470
Y,35578
X,36876
X,36230
Y,35922
Y,36750
Y,37148
X,36540
Y,36306
Y,36470
Y,36508
Y,36886
Y,35814
X,36170
X,36240
X,35882
Y,36416
X,36172
X,36510
Y,35964
X,36958
Y,35746
X,36484
X,36480
X,35860
X,36860
X,36192
Y,36246
X,36218
Y,36756
Y,36344
Y,36182
X,36960
X,36336
X,36720
X,36258
Y,36170
Y,36078
Y,37260
X,36076
Y,35874
X,35992
Y,35748
Y,36768
Y,36268
Y,35990
X,35812
X,36832
Y,36098
X,36288
X,36046
X,35932
Y,36664
Y,36598
Y,35996
Y,36112
Y,36826
Y,35708
Y,36210
X,35846
X,35578
X,36410
Y,35978
X,36128
Y,36646
Y,36876
X,36222
X,36032
X,36194
X,35890
X,36566
X,36220
X,35784
Y,36202
X,37088
Y,36146
X,36112
Y,35830
X,35798
Y,36138
X,35928
X,36046
X,36566
X,36958
Y,36162
Y,36000
Y,36132
Y,36170
X,36576
Y,36196
Y,36264
Y,36456
Y,37082
Y,36162
Y,36620
X,35626
X,36616
Y,36198
X,36188
X,36272
X,36292
Y,36782
Y,35764
Y,35950
X,36014
Y,35922
X,36416
Y,35990
X,35894
Y,36006
Y,36920
Y,36060
Y,35782
X,36104
Y,35836
X,36400
X,36210
Y,36350
Y,36214
Y,36646
X,36072
X,35908
Y,36014
Y,36230
Y,36128
X,35866
X,36036
X,36058
X,37100
Y,35892
X,36168
X,36240
X,36240
Y,36416
X,35658
X,35776
Y,36494
Y,36810
Y,36112
Y,35774
X,35894
X,36080
Y,36586
Y,35824
Y,36558
Y,36458
X,36464
X,35940
Y,35754
X,35704
X,36000
X,36606
X,35882
X,35928
Y,36072
Y,36582
Y,36042
Y,36034
X,36006
X,36218
X,37088
Y,35954
X,36374
X,36608
Y,36780
Y,35728
Y,36100
X,36260
X,35808
X,36396
X,36248
X,36118
Y,36232
X,37118
Y,36208
X,36272
Y,35970
X,36008
X,36436
Y,35934
Y,35986
X,35700
X,36558
X,36196
Y,36302
X,36014
Y,35876
Y,36470
X,35962
Y,35810
X,35828
X,36836
Y,36724
Y,36300
Y,36642
Y,36310
Y,36276
Y,36288
X,36210
X,36132
X,36694
Y,35792
Y,35956
X,36306
Y,36062
X,35776
Y,36268
Y,36510
X,36050
Y,36644
Y,36028
X,36202
Y,35936
X,36326
X,36208
Y,36336
X,36042
Y,35986
X,36822
Y,36140
X,35966
Y,36000
Y,36334
X,36386
Y,36500
X,36076
X,36182
Y,37352
X,36300
X,35938
X,36144
Y,36008
X,36236
X,36324
X,36260
X,35796
Y,36850
Y,36476
X,36464
X,36094
X,36130
Y,36348
X,36166
Y,36016
X,35968
X,36878
Y,36268
Y,35894
Y,36352
X,35844
X,36406
X,36448
X,35892
Y,36330
Y,37136
X,36082
X,36322
Y,36008
X,36396
X,36480
X,36402
Y,36174
X,35952
X,36830
X,36084
Y,36246
Y,39836
Y,36792
Y,35154
Y,35796
X,36016
X,35882
Y,37450
X,36582
Y,36128
Y,36284
X,35952
Y,36236
Y,36834
Y,36028
X,36156
X,36940
X,37238
X,36032
X,36470
Y,35768
Y,36876
Y,35136
X,36638
X,36456
Y,37320
Y,36758
X,36272
Y,35904
X,35964
Y,36232
Y,34954
X,34932
Y,35922
X,36960
X,37020
Y,36222
X,36166
X,36192
Y,36568
Y,35358
Y,35632
X,36282
X,36820
Y,37102
Y,36034
Y,36176
X,36048
X,36620
Y,35156
X,36396
X,35746
Y,36728
Y,36888
Y,36688
X,36458
Y,35994
X,36814
X,35410
Y,34670
Y,36156
X,36582
X,36928
Y,35876
X,35572
X,36048
Y,36132
Y,34696
X,35010
X,36224
Y,36760
Y,36976
X,35870
Y,36482
Y,36158
X,36050
Y,36012
X,35196
X,36284
Y,36976
Y,37104
Y,36394
X,36174
X,36096
Y,36456
X,36018
X,34962
X,35732
Y,36972
Y,37338
X,36332
X,36564
X,36080
X,37222
Y,35926
Y,36338
Y,34796
X,36186
Y,37264
X,36032
X,36008
Y,36128
X,37390
Y,36126
Y,36132
Y,34784
X,34662
Y,36400
X,36170
Y,35710
X,36010
X,37040
Y,36046
Y,35758
X,35636
Y,35744
Y,36934
Y,35710
X,36380
Y,36630
X,37110
Y,36500
X,36256
X,34874
Y,36788
X,36596
X,36156
X,36192
Y,36120
X,37104
X,36104
Y,35974
X,35046
Y,36098
X,36554
X,35968
Y,36066
X,36192
X,37524
X,36072
Y,36114
Y,35264
X,34778
Y,36488
X,36072
X,36130
X,36102
X,37362
X,36460
X,36086
Y,36324
X,35696
X,37132
Y,35890
X,36196
Y,36510
Y,37020
Y,36330
X,36448
X,36072
Y,35056
X,36904
X,36348
Y,35882
X,35998
Y,37388
X,36584
Y,36584
X,36392
Y,34928
X,36864
X,36568
Y,36098
Y,35884
X,36892
X,36196
Y,36312
X,35650
X,35634
X,36010
X,36142
X,36118
Y,36076
X,37552
Y,36374
Y,36854
Y,36452
X,36072
Y,36072
X,36012
X,36398
Y,36422
X,36790
X,36062
X,36438
X,36056
Y,36252
X,36198
X,36246
X,36532
Y,36226
X,37054
X,36300
X,36246
X,35914
X,35884
X,35832
X,36088
X,36162
Y,36154
X,36282
X,36206
Y,35904
Y,36448
Y,36528
X,37346
Y,36046
X,35786
Y,36440
Y,35922
Y,36332
X,35964
X,36178
Y,35894
Y,36570
X,36142
Y,36084
Y,36216
Y,36284
Y,36538
Y,36102
X,35854
Y,36124
X,37140
X,36032
Y,36278
X,35564
X,36320
Y,36478
Y,36402
Y,35794
Y,36460
Y,37216
X,36064
X,35768
X,35810
X,35420
X,37164
X,36500
X,36586
X,36336
X,37014
X,36032
Y,36262
X,35634
Y,35720
Y,36326
Y,36394
X,35868
X,35962
Y,36812
Y,36012
Y,35948
Y,36180
X,35826
Y,36436
X,36178
Y,36254
Y,36416
Y,36964
X,35948
X,36052
Y,35954
Y,35916
Y,36790
X,36154
Y,36058
X,36428
Y,36808
Y,36472
Y,35748
X,36236
Y,35678
Y,35936
X,35872
Y,36504
Y,36632
Y,36704
X,37160
X,36738
Y,36082
X,36094
Y,36770
X,36490
Y,36472
Y,35086
X,36708
Y,37008
X,36610
Y,36006
X,35894
Y,36710
Y,35956
Y,36358
X,35500
X,37014
X,37228
X,35910
X,35986
Y,36552
X,36806
Y,36642
Y,35900
X,35286
X,36966
Y,37228
X,35956
Y,35836
Y,36432
X,36440
X,36036
X,36346
X,35206
X,37134
X,37148
X,36276
Y,35988
X,36054
Y,36586
X,36122
X,36098
Y,35296
X,36862
Y,37348
X,36120
X,36290
Y,36140
X,36286
X,36594
Y,36584
Y,35272
X,36952
X,37224
X,36552
Y,36100
X,36534
Y,36508
Y,36158
Y,35884
X,34800
Y,35532
X,37006
X,35856
X,36146
X,36230
Y,36274
X,35800
Y,36314
Y,35568
Y,37022
Y,37146
Y,36068
Y,36238
X,36312
X,36424
Y,36508
Y,36234
Y,35112
Y,36084
X,37272
X,36184
X,44734
X,38660
Y,36622
X,36302
Y,36330
X,35122
X,37220
Y,37258
Y,35988
Y,36186
Y,35966
Y,36574
X,36346
Y,36218
X,34694
X,36868
Y,36846
Y,36242
X,35920
Y,36062
X,36864
X,36020
Y,36402
Y,34954
X,37358
X,37166
Y,36214
X,35766
Y,36140
Y,36400
Y,36068
X,36008
Y,34910
Y,36604
X,37316
X,35746
X,36594
